iccs,leg_stat,sex,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03012,PER_PRSC,F,NR,FI	15 	7 	7 	8 	13 	9 	11 	8 	9 	5 
ICCS03012,PER_PRSC,F,NR,FR	103 	97 	96 	90 	167 	164 	163 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,HR	23 	19 	18 	18 	9 	15 	23 	23 	18 	18 
ICCS03012,PER_PRSC,F,NR,HU	: 	: 	3 	2 	3 	10 	4 	9 	10 	9 
ICCS03012,PER_PRSC,F,NR,IS	1 	: 	: 	: 	0 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,LI	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,LT	2 	1 	4 	4 	6 	2 	3 	4 	5 	1 
ICCS03012,PER_PRSC,F,NR,LU	1 	1 	12 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,LV	0 	1 	2 	2 	1 	2 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,ME	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03012,PER_PRSC,F,NR,MT	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,NL	13 	12 	14 	13 	12 	66 	63 	42 	38 	42 
ICCS03012,PER_PRSC,F,NR,NO	3 	4 	4 	3 	6 	4 	5 	7 	4 	4 
ICCS03012,PER_PRSC,F,NR,PT	23 	19 	22 	6 	13 	17 	13 	12 	13 	14 
ICCS03012,PER_PRSC,F,NR,RO	1 	: 	0 	1 	2 	3 	5 	3 	0 	3 
ICCS03012,PER_PRSC,F,NR,RS	13 	9 	5 	15 	14 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,SE	20 	12 	14 	11 	7 	9 	14 	18 	6 	11 
ICCS03012,PER_PRSC,F,NR,SI	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,NR,SK	1 	11 	8 	14 	12 	19 	15 	5 	: 	: 
ICCS03012,PER_PRSC,F,NR,TR	: 	2016 	2006 	2100 	2288 	1364 	1163 	1080 	1058 	: 
ICCS03012,PER_PRSC,F,NR,UKC-L	: 	: 	203 	117 	99 	77 	79 	79 	78 	76 
ICCS03012,PER_PRSC,F,NR,UKM	14 	10 	7 	8 	9 	6 	1 	1 	6 	7 
ICCS03012,PER_PRSC,F,NR,UKN	: 	5 	5 	5 	0 	3 	0 	7 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,AL	0.07 	0.07 	0.00 	0.00 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,AT	3.03 	2.96 	3.04 	3.15 	3.74 	3.25 	3.10 	3.43 	7.76 	11.68 
ICCS03012,PER_PRSC,F,P_HTHAB,BA	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03012,PER_PRSC,F,P_HTHAB,BE	: 	: 	4.67 	4.77 	4.18 	4.47 	4.50 	4.22 	4.16 	4.46 
ICCS03012,PER_PRSC,F,P_HTHAB,BG	: 	: 	: 	: 	0.00 	0.08 	0.05 	0.03 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,CY	0.46 	0.69 	0.23 	0.91 	0.45 	0.00 	0.00 	0.00 	0.74 	0.25 
ICCS03012,PER_PRSC,F,P_HTHAB,CZ	0.33 	0.30 	0.39 	0.24 	0.32 	0.17 	0.16 	0.10 	0.18 	0.18 
ICCS03012,PER_PRSC,F,P_HTHAB,DE	: 	0.67 	1.03 	0.85 	0.88 	1.00 	0.83 	0.74 	0.71 	0.77 
ICCS03012,PER_PRSC,F,P_HTHAB,DK	0.73 	0.31 	0.53 	0.18 	0.32 	0.28 	0.64 	0.32 	0.43 	0.47 
ICCS03012,PER_PRSC,F,P_HTHAB,FI	0.54 	0.25 	0.25 	0.29 	0.47 	0.17 	0.20 	0.15 	0.17 	0.09 
ICCS03012,PER_PRSC,F,P_HTHAB,FR	0.30 	0.28 	0.28 	0.26 	0.49 	0.49 	0.49 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,HR	1.07 	0.88 	0.82 	0.82 	0.41 	0.68 	1.04 	1.03 	0.81 	0.81 
ICCS03012,PER_PRSC,F,P_HTHAB,HU	: 	: 	0.06 	0.04 	0.06 	0.19 	0.08 	0.17 	0.19 	0.17 
ICCS03012,PER_PRSC,F,P_HTHAB,IS	0.60 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,LI	5.25 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,LT	0.13 	0.06 	0.25 	0.25 	0.37 	0.12 	0.18 	0.24 	0.29 	0.06 
ICCS03012,PER_PRSC,F,P_HTHAB,LU	0.34 	0.35 	4.27 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,LV	0.00 	0.09 	0.19 	0.18 	0.09 	0.18 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03012,PER_PRSC,F,P_HTHAB,MT	: 	: 	2.33 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,NL	0.15 	0.14 	0.16 	0.15 	0.14 	0.78 	0.75 	0.50 	0.46 	0.51 
ICCS03012,PER_PRSC,F,P_HTHAB,NO	0.11 	0.15 	0.16 	0.12 	0.24 	0.08 	0.10 	0.14 	0.08 	0.08 
ICCS03012,PER_PRSC,F,P_HTHAB,PT	0.42 	0.35 	0.40 	0.11 	0.24 	0.31 	0.24 	0.22 	0.24 	0.26 
ICCS03012,PER_PRSC,F,P_HTHAB,RO	0.01 	: 	0.00 	0.01 	0.02 	0.03 	0.05 	0.03 	0.00 	0.03 
ICCS03012,PER_PRSC,F,P_HTHAB,RS	0.36 	0.25 	0.14 	0.41 	0.38 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,SE	0.40 	0.24 	0.29 	0.23 	0.15 	0.09 	0.15 	0.19 	0.06 	0.12 
ICCS03012,PER_PRSC,F,P_HTHAB,SI	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,SK	0.04 	0.40 	0.29 	0.50 	0.43 	0.69 	0.54 	0.18 	: 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,TR	: 	5.14 	5.18 	5.50 	6.07 	3.67 	3.17 	2.99 	2.97 	: 
ICCS03012,PER_PRSC,F,P_HTHAB,UKC-L	: 	: 	0.69 	0.40 	0.34 	0.27 	0.28 	0.28 	0.28 	0.27 
ICCS03012,PER_PRSC,F,P_HTHAB,UKM	0.50 	0.36 	0.25 	0.29 	0.33 	0.22 	0.04 	0.04 	0.22 	0.26 
ICCS03012,PER_PRSC,F,P_HTHAB,UKN	: 	0.53 	0.53 	0.53 	0.00 	0.32 	0.00 	0.76 	: 	: 
ICCS03012,PER_PRSC,M,NR,AL	44 	53 	41 	37 	23 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,AT	3207 	2898 	2450 	2421 	2505 	2649 	2716 	2619 	3933 	4704 
ICCS03012,PER_PRSC,M,NR,BA	93 	98 	84 	76 	51 	67 	81 	70 	21 	16 
ICCS03012,PER_PRSC,M,NR,BE	: 	: 	3679 	3898 	4092 	4026 	4226 	4089 	3769 	3649 
ICCS03012,PER_PRSC,M,NR,BG	: 	: 	: 	: 	190 	213 	193 	214 	: 	: 
ICCS03012,PER_PRSC,M,NR,CY	26 	54 	43 	49 	47 	60 	33 	29 	41 	32 
ICCS03012,PER_PRSC,M,NR,CZ	451 	507 	444 	475 	464 	513 	444 	516 	514 	544 
ICCS03012,PER_PRSC,M,NR,DE	: 	7110 	7311 	7443 	7191 	7477 	7248 	7884 	8466 	9248 
ICCS03012,PER_PRSC,M,NR,DK	436 	364 	350 	326 	235 	309 	298 	313 	490 	434 
ICCS03012,PER_PRSC,M,NR,FI	419 	408 	430 	456 	399 	440 	452 	450 	453 	492 
ICCS03012,PER_PRSC,M,NR,FR	5376 	5130 	4994 	4835 	5996 	6332 	6839 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,HR	71 	79 	314 	301 	310 	293 	321 	316 	311 	372 
ICCS03012,PER_PRSC,M,NR,HU	: 	: 	126 	136 	212 	215 	201 	268 	223 	350 
ICCS03012,PER_PRSC,M,NR,IS	11 	: 	: 	: 	34 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,LI	2 	4 	2 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,LT	96 	119 	132 	136 	114 	126 	175 	142 	136 	105 
ICCS03012,PER_PRSC,M,NR,LU	76 	82 	115 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,LV	47 	42 	73 	80 	82 	64 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,ME	: 	15 	11 	9 	13 	12 	18 	11 	21 	17 
ICCS03012,PER_PRSC,M,NR,MT	: 	: 	44 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,NL	662 	754 	644 	759 	815 	2531 	2400 	2318 	2366 	2531 
ICCS03012,PER_PRSC,M,NR,NO	261 	296 	241 	268 	268 	276 	284 	263 	222 	287 
ICCS03012,PER_PRSC,M,NR,PT	541 	527 	540 	432 	525 	562 	487 	483 	410 	432 
ICCS03012,PER_PRSC,M,NR,RO	46 	: 	34 	20 	291 	246 	213 	182 	174 	199 
ICCS03012,PER_PRSC,M,NR,RS	283 	214 	191 	198 	135 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,NR,SE	957 	829 	729 	719 	765 	687 	719 	777 	776 	788 
ICCS03012,PER_PRSC,M,NR,SI	: 	16 	22 	12 	107 	101 	103 	100 	126 	131 
ICCS03012,PER_PRSC,M,NR,SK	54 	412 	379 	446 	405 	473 	401 	342 	: 	: 
ICCS03012,PER_PRSC,M,NR,TR	: 	42267 	40146 	39106 	40622 	28894 	26488 	23806 	20634 	: 
ICCS03012,PER_PRSC,M,NR,UKC-L	: 	: 	8428 	8166 	7444 	6435 	7058 	7305 	6393 	5852 
ICCS03012,PER_PRSC,M,NR,UKM	575 	550 	567 	469 	445 	308 	215 	215 	210 	224 
ICCS03012,PER_PRSC,M,NR,UKN	: 	238 	213 	243 	313 	243 	194 	189 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,AL	3.03 	3.63 	2.81 	2.53 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,AT	74.37 	67.83 	58.40 	58.26 	60.75 	64.64 	66.59 	64.41 	96.95 	116.36 
ICCS03012,PER_PRSC,M,P_HTHAB,BA	: 	: 	: 	: 	: 	3.57 	4.31 	3.73 	1.12 	0.85 
ICCS03012,PER_PRSC,M,P_HTHAB,BE	: 	: 	66.60 	70.95 	74.57 	73.85 	78.23 	76.97 	71.54 	69.85 
ICCS03012,PER_PRSC,M,P_HTHAB,BG	: 	: 	: 	: 	5.36 	5.97 	5.38 	5.92 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,CY	6.24 	13.08 	10.44 	11.74 	11.16 	14.32 	8.07 	7.26 	10.51 	8.41 
ICCS03012,PER_PRSC,M,P_HTHAB,CZ	8.67 	9.78 	8.58 	9.20 	8.98 	4.88 	4.23 	4.93 	4.93 	5.26 
ICCS03012,PER_PRSC,M,P_HTHAB,DE	: 	17.55 	18.35 	18.82 	18.26 	19.06 	18.53 	19.66 	21.07 	22.96 
ICCS03012,PER_PRSC,M,P_HTHAB,DK	15.24 	12.83 	12.45 	11.68 	8.46 	11.17 	10.81 	11.41 	17.94 	16.00 
ICCS03012,PER_PRSC,M,P_HTHAB,FI	15.45 	15.10 	15.97 	17.01 	14.96 	8.15 	8.41 	8.41 	8.50 	9.28 
ICCS03012,PER_PRSC,M,P_HTHAB,FR	16.63 	15.91 	15.52 	15.09 	18.87 	20.03 	21.74 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,HR	3.54 	3.91 	15.40 	14.68 	15.07 	14.21 	15.52 	15.23 	14.98 	17.91 
ICCS03012,PER_PRSC,M,P_HTHAB,HU	: 	: 	2.68 	2.89 	4.50 	4.55 	4.24 	5.63 	4.68 	7.34 
ICCS03012,PER_PRSC,M,P_HTHAB,IS	6.43 	: 	: 	: 	21.06 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,LI	10.67 	21.44 	10.78 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,LT	7.32 	8.95 	9.80 	10.03 	8.33 	9.11 	12.44 	9.79 	9.23 	7.06 
ICCS03012,PER_PRSC,M,P_HTHAB,LU	25.62 	28.35 	40.78 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,LV	5.25 	4.64 	8.01 	8.72 	8.85 	6.85 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,ME	: 	4.87 	3.58 	2.93 	4.24 	3.92 	5.88 	3.60 	6.91 	5.61 
ICCS03012,PER_PRSC,M,P_HTHAB,MT	: 	: 	20.49 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,NL	7.81 	8.96 	7.69 	9.11 	9.81 	30.56 	29.11 	28.26 	29.01 	31.20 
ICCS03012,PER_PRSC,M,P_HTHAB,NO	9.85 	11.28 	9.27 	10.44 	10.57 	5.54 	5.77 	5.41 	4.63 	6.06 
ICCS03012,PER_PRSC,M,P_HTHAB,PT	11.08 	10.75 	10.97 	8.71 	10.51 	11.17 	9.64 	9.54 	8.09 	8.52 
ICCS03012,PER_PRSC,M,P_HTHAB,RO	0.48 	: 	0.35 	0.21 	2.98 	2.52 	2.04 	1.74 	1.75 	1.98 
ICCS03012,PER_PRSC,M,P_HTHAB,RS	8.25 	6.21 	5.51 	5.69 	3.86 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,SE	19.09 	16.81 	14.96 	14.93 	16.05 	7.24 	7.64 	8.32 	8.38 	8.58 
ICCS03012,PER_PRSC,M,P_HTHAB,SI	: 	1.56 	2.15 	1.18 	10.50 	9.93 	10.15 	9.86 	12.55 	13.28 
ICCS03012,PER_PRSC,M,P_HTHAB,SK	2.04 	15.57 	14.34 	16.90 	15.36 	17.97 	15.28 	13.04 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,TR	: 	106.97 	102.98 	101.64 	107.02 	76.98 	71.51 	65.29 	57.47 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,UKC-L	: 	: 	29.64 	28.99 	26.64 	23.20 	25.66 	26.81 	23.66 	21.84 
ICCS03012,PER_PRSC,M,P_HTHAB,UKM	21.83 	21.00 	21.79 	18.10 	17.24 	11.97 	8.40 	8.47 	8.32 	8.94 
ICCS03012,PER_PRSC,M,P_HTHAB,UKN	: 	26.07 	23.49 	26.96 	34.94 	27.24 	21.87 	21.44 	: 	: 
ICCS03012,PER_PRSC,T,NR,AL	45 	54 	41 	37 	23 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,AT	3905 	3509 	2987 	2939 	3105 	3144 	3412 	3610 	5427 	6514 
ICCS03012,PER_PRSC,T,NR,BA	94 	108 	88 	79 	72 	67 	81 	70 	21 	16 
ICCS03012,PER_PRSC,T,NR,BE	: 	: 	3978 	4213 	4365 	4317 	4517 	4366 	4044 	3937 
ICCS03012,PER_PRSC,T,NR,BG	: 	: 	165 	178 	190 	216 	195 	215 	152 	218 
ICCS03012,PER_PRSC,T,NR,CY	28 	57 	44 	53 	49 	60 	33 	29 	44 	33 
ICCS03012,PER_PRSC,T,NR,CZ	469 	523 	465 	488 	481 	531 	461 	526 	533 	563 
ICCS03012,PER_PRSC,T,NR,DE	: 	7390 	7737 	7794 	7553 	7890 	7590 	8192 	8764 	9571 
ICCS03012,PER_PRSC,T,NR,DK	457 	373 	365 	331 	244 	317 	316 	322 	502 	447 
ICCS03012,PER_PRSC,T,NR,FI	434 	415 	437 	464 	412 	449 	463 	458 	462 	497 
ICCS03012,PER_PRSC,T,NR,FR	5479 	5227 	5090 	4925 	6163 	6496 	7002 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,HR	95 	98 	395 	344 	346 	336 	382 	383 	388 	423 
ICCS03012,PER_PRSC,T,NR,HU	: 	: 	129 	138 	215 	225 	205 	277 	233 	359 
ICCS03012,PER_PRSC,T,NR,IE	: 	: 	: 	: 	: 	222 	284 	295 	248 	: 
ICCS03012,PER_PRSC,T,NR,IS	12 	: 	: 	: 	34 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,LI	3 	4 	2 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,LT	98 	120 	136 	140 	120 	128 	178 	146 	141 	106 
ICCS03012,PER_PRSC,T,NR,LU	77 	83 	127 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,LV	47 	43 	75 	82 	83 	66 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,ME	8 	15 	11 	9 	13 	12 	18 	11 	21 	17 
ICCS03012,PER_PRSC,T,NR,MT	: 	: 	49 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,NL	695 	779 	665 	784 	835 	2629 	2485 	2381 	2433 	2610 
ICCS03012,PER_PRSC,T,NR,NO	264 	300 	245 	271 	274 	280 	289 	270 	226 	291 
ICCS03012,PER_PRSC,T,NR,PL	366 	247 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,PT	564 	546 	562 	438 	538 	579 	500 	495 	423 	446 
ICCS03012,PER_PRSC,T,NR,RO	47 	: 	34 	21 	293 	249 	218 	185 	174 	202 
ICCS03012,PER_PRSC,T,NR,RS	296 	223 	196 	213 	149 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,SE	977 	842 	743 	730 	772 	696 	733 	796 	782 	801 
ICCS03012,PER_PRSC,T,NR,SI	: 	16 	22 	12 	24 	101 	103 	100 	135 	137 
ICCS03012,PER_PRSC,T,NR,SK	55 	423 	387 	460 	417 	492 	416 	347 	: 	: 
ICCS03012,PER_PRSC,T,NR,TR	: 	49948 	47409 	46152 	47345 	33950 	30645 	27411 	24035 	: 
ICCS03012,PER_PRSC,T,NR,UKC-L	: 	: 	8758 	8365 	7608 	6555 	7178 	7422 	6500 	5958 
ICCS03012,PER_PRSC,T,NR,UKM	589 	560 	574 	477 	454 	314 	218 	216 	216 	231 
ICCS03012,PER_PRSC,T,NR,UKN	: 	243 	218 	248 	313 	246 	194 	196 	: 	: 
ICCS03012,PER_PRSC,T,NR,XK	: 	: 	100 	121 	118 	105 	34 	29 	29 	50 
ICCS03012,PER_PRSC,T,P_HTHAB,AL	1.56 	1.87 	1.42 	1.28 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,AT	44.51 	40.33 	34.83 	34.55 	36.74 	37.39 	40.74 	43.23 	65.11 	78.41 
ICCS03012,PER_PRSC,T,P_HTHAB,BA	: 	: 	: 	: 	: 	1.75 	2.11 	1.82 	0.55 	0.42 
ICCS03012,PER_PRSC,T,P_HTHAB,BE	: 	: 	35.40 	37.68 	39.11 	38.91 	41.06 	40.28 	37.61 	36.91 
ICCS03012,PER_PRSC,T,P_HTHAB,BG	: 	: 	2.29 	2.46 	2.61 	2.95 	2.65 	2.90 	2.04 	2.90 
ICCS03012,PER_PRSC,T,P_HTHAB,CY	3.28 	6.72 	5.19 	6.18 	5.66 	6.96 	3.93 	3.54 	5.52 	4.25 
ICCS03012,PER_PRSC,T,P_HTHAB,CZ	4.43 	4.96 	4.41 	4.64 	4.57 	5.05 	4.40 	5.03 	5.11 	5.44 
ICCS03012,PER_PRSC,T,P_HTHAB,DE	: 	8.99 	9.53 	9.65 	9.38 	9.82 	9.46 	10.01 	10.69 	11.64 
ICCS03012,PER_PRSC,T,P_HTHAB,DK	7.95 	6.54 	6.45 	5.88 	4.36 	5.68 	5.68 	5.82 	9.11 	8.16 
ICCS03012,PER_PRSC,T,P_HTHAB,FI	7.89 	7.56 	7.99 	8.51 	7.59 	8.31 	8.61 	8.56 	8.67 	9.38 
ICCS03012,PER_PRSC,T,P_HTHAB,FR	8.20 	7.84 	7.66 	7.44 	9.39 	9.95 	10.78 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,HR	2.29 	2.34 	9.35 	8.10 	8.12 	7.86 	8.90 	8.90 	9.00 	9.81 
ICCS03012,PER_PRSC,T,P_HTHAB,HU	: 	: 	1.31 	1.40 	2.17 	2.27 	2.05 	2.77 	2.32 	3.57 
ICCS03012,PER_PRSC,T,P_HTHAB,IE	: 	: 	: 	: 	: 	4.84 	6.21 	6.48 	5.49 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,IS	3.55 	: 	: 	: 	10.56 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,LI	7.93 	10.63 	5.35 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,LT	3.44 	4.15 	4.66 	4.76 	4.04 	4.26 	5.83 	4.65 	4.43 	3.30 
ICCS03012,PER_PRSC,T,P_HTHAB,LU	13.04 	14.40 	22.56 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,LV	2.41 	2.18 	3.78 	4.10 	4.10 	3.23 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,ME	1.29 	2.41 	1.77 	1.45 	2.09 	1.93 	2.90 	1.78 	3.40 	2.76 
ICCS03012,PER_PRSC,T,P_HTHAB,MT	: 	: 	11.41 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,NL	4.07 	4.59 	3.93 	4.66 	4.98 	15.71 	14.92 	14.37 	14.76 	15.91 
ICCS03012,PER_PRSC,T,P_HTHAB,NO	5.02 	5.76 	4.74 	5.31 	5.42 	5.62 	5.87 	5.56 	4.71 	6.14 
ICCS03012,PER_PRSC,T,P_HTHAB,PL	0.96 	0.65 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,PT	5.47 	5.28 	5.42 	4.20 	5.13 	5.49 	4.73 	4.68 	4.00 	4.23 
ICCS03012,PER_PRSC,T,P_HTHAB,RO	0.24 	: 	0.17 	0.11 	1.46 	1.24 	1.02 	0.86 	0.85 	0.98 
ICCS03012,PER_PRSC,T,P_HTHAB,RS	4.20 	3.15 	2.75 	2.98 	2.07 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,SE	9.77 	8.55 	7.62 	7.57 	8.08 	7.34 	7.78 	8.52 	8.45 	8.72 
ICCS03012,PER_PRSC,T,P_HTHAB,SI	: 	0.78 	1.07 	0.58 	1.17 	4.91 	5.02 	4.89 	6.64 	6.82 
ICCS03012,PER_PRSC,T,P_HTHAB,SK	1.01 	7.80 	7.14 	8.49 	7.71 	9.10 	7.71 	6.44 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,TR	: 	63.43 	61.02 	60.20 	62.60 	45.43 	41.57 	37.78 	33.61 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,UKC-L	: 	: 	15.19 	14.63 	13.40 	11.63 	12.83 	13.38 	11.81 	10.91 
ICCS03012,PER_PRSC,T,P_HTHAB,UKM	10.88 	10.39 	10.72 	8.94 	8.53 	5.92 	4.13 	4.12 	4.14 	4.45 
ICCS03012,PER_PRSC,T,P_HTHAB,UKN	: 	13.07 	11.80 	13.50 	17.14 	13.52 	10.72 	10.89 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,XK	: 	: 	: 	: 	: 	: 	1.90 	1.31 	1.33 	2.32 
ICCS03012,PER_SUSP,F,NR,AL	0 	1 	0 	1 	0 	0 	0 	0 	0 	3 
ICCS03012,PER_SUSP,F,NR,AT	: 	42 	48 	47 	41 	72 	77 	64 	135 	137 
ICCS03012,PER_SUSP,F,NR,BA	: 	: 	1 	2 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,NR,BE	: 	: 	462 	650 	612 	563 	667 	715 	747 	632 
ICCS03012,PER_SUSP,F,NR,BG	10 	7 	9 	8 	5 	7 	10 	13 	8 	17 
ICCS03012,PER_SUSP,F,NR,CH	36 	37 	39 	38 	47 	0 	0 	0 	0 	1 
ICCS03012,PER_SUSP,F,NR,CZ	43 	49 	57 	39 	48 	5 	1 	2 	1 	0 
ICCS03012,PER_SUSP,F,NR,DE	527 	627 	635 	656 	638 	569 	627 	690 	2180 	3028 
ICCS03012,PER_SUSP,F,NR,DK	2 	0 	1 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,NR,ES	134 	47 	260 	341 	364 	335 	348 	445 	402 	440 
ICCS03012,PER_SUSP,F,NR,FI	22 	53 	35 	48 	47 	36 	26 	28 	30 	37 
ICCS03012,PER_SUSP,F,NR,FR	404 	389 	379 	375 	316 	258 	180 	212 	203 	: 
ICCS03012,PER_SUSP,F,NR,HR	3 	2 	2 	1 	1 	2 	2 	1 	10 	15 
ICCS03012,PER_SUSP,F,NR,HU	: 	: 	3 	7 	4 	16 	16 	17 	11 	0 
ICCS03012,PER_SUSP,F,NR,IT	: 	: 	103 	103 	111 	111 	91 	89 	110 	96 
ICCS03012,PER_SUSP,F,NR,LI	: 	0 	5 	0 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,NR,LT	2 	1 	6 	5 	8 	2 	3 	4 	5 	1 
ICCS03012,PER_SUSP,F,NR,LU	18 	5 	63 	113 	84 	75 	85 	78 	80 	: 
ICCS03012,PER_SUSP,F,NR,LV	0 	1 	3 	3 	7 	3 	6 	2 	3 	0 
ICCS03012,PER_SUSP,F,NR,ME	1 	1 	3 	2 	1 	0 	1 	0 	0 	: 
ICCS03012,PER_SUSP,F,NR,MK	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,NR,MT	: 	: 	4 	3 	6 	2 	5 	8 	1 	3 
ICCS03012,PER_SUSP,F,NR,NL	4 	5 	11 	4 	12 	105 	125 	130 	130 	185 
ICCS03012,PER_SUSP,F,NR,NO	3 	11 	9 	6 	11 	5 	8 	9 	8 	6 
ICCS03012,PER_SUSP,F,NR,PL	3 	4 	1 	2 	2 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,NR,PT	51 	51 	50 	29 	37 	37 	50 	48 	269 	137 
ICCS03012,PER_SUSP,F,NR,RS	2 	2 	1 	3 	0 	10 	15 	23 	18 	17 
ICCS03012,PER_SUSP,F,NR,SE	110 	101 	91 	96 	86 	89 	90 	95 	75 	65 
ICCS03012,PER_SUSP,F,NR,SI	2 	0 	0 	0 	0 	0 	0 	0 	1 	0 
ICCS03012,PER_SUSP,F,NR,SK	1 	1 	1 	0 	1 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,NR,UKC-L	: 	: 	627 	699 	691 	552 	568 	747 	: 	: 
ICCS03012,PER_SUSP,F,NR,UKN	: 	: 	6 	6 	6 	11 	6 	11 	1 	: 
ICCS03012,PER_SUSP,F,NR,XK	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
